review,preprocessed_text,score,predicted_label,predicted_label_code,confidence_negatif,confidence_netral,confidence_positif,confidence_max
ini kenapa ya strava gaada km sama Pace nya aneh banget cape cape lari gaada km sma Pace ny jadi gatau saya udh berapa km nya dan Pace ny berapa,strava gaada pace aneh banget cape cape lari gaada pace gatau pace,1,negatif,0,0.42977509722452084,0.18767140261175785,0.38255350016372125,0.42977509722452084
"Jelek banget, gak akurat sama sekali padahal bersepeda jarak 20km+ malah dicatat 7km. Gak niat bikin aplikasi hapus aja dari playstore",jelek banget akurat sepeda jarak catat niat bikin aplikasi hapus playstore,1,negatif,0,0.507076597059848,0.13348326693853924,0.35944013600161273,0.507076597059848
"Bagus, cukup akurat dan bisa sinkron dengan smartwatch Huawei saya",bagus akurat sinkron smartwatch huawei,5,positif,2,0.2713154407421154,0.2036704327839336,0.525014126473951,0.525014126473951
"bagus utk monitor kegiatan olahraga,check atau evaluasi selama kegiatan",bagus monitor giat olahragacheck evaluasi giat,5,positif,2,0.23605699561234178,0.16917839720125655,0.5947646071864018,0.5947646071864018
konversi pace dari smartwatch amazfit ke strava beda jauh. mohon ditingkatkan aplikasinya,konversi pace smartwatch amazfit strava beda mohon tingkat aplikasi,3,negatif,0,0.4547020135229991,0.2216393281227268,0.32365865835427426,0.4547020135229991
"awalnya aplikasi ini oke lah, tapi 4 bulan terakhir GPS error terus, udah hapus download lagi tetep sama error, akhirnya pindah ke aplikasi sebelah",aplikasi error hapus download tetep error pindah aplikasi belah,2,negatif,0,0.539514149429972,0.17621786335732748,0.2842679872127007,0.539514149429972
Akhir-akhir ini buka aplikasi ini agak lambat responnya,akhirakhir buka aplikasi lambat responnya,4,negatif,0,0.4025393216621781,0.25768863190833635,0.33977204642948555,0.4025393216621781
"bug, gak bisa login atau buat akun baru",login akun,5,negatif,0,0.5562222972597395,0.18660038688216554,0.25717731585809506,0.5562222972597395
"tolong kembalikan uang umsaya 609.390 saya tidak memakai aplikasi ini sama sekali, tapi dana saya ke sedot otomatis, aplikasi pencuri saldo",tolong kembali uang umsaya pakai aplikasi dana sedot otomatis aplikasi curi saldo,1,negatif,0,0.6730603301434839,0.13350258520275382,0.1934370846537623,0.6730603301434839
"bayangin lu udah lari berkilo-kilo mau cek fisik seberapa kuat jarak lu lari, pas udah selesaikan aktifitas ternyata di profile ga ada alias kaga kerekam. ahelaaahh",bayangin lari berkilokilo fisik kuat jarak lari selesai aktifitas profile alias kaga rekam ahelaaahh,1,negatif,0,0.4322143197322957,0.23945574796407362,0.3283299323036306,0.4322143197322957
"aplikasi nya kadang suka minimize dan close sendiri ketika dipakai record saat lari, alhasil rekaman lari hilang/salah (Pace nya loncat, jarak nya hilang), ngeselin banget 👿👿 padahal HP sudah mumpuni pakai Snapdragon 8 gen 3 dan ram 16 GB. izin aplikasi juga sudah semua ayo segera perbaiki, sangat mengganggu",aplikasi kadang suka minimize close pakai record lari alhasil rekam lari hilangsalah pace loncat jarak hilang ngeselin banget mumpuni pakai snapdragon izin aplikasi baik ganggu,3,negatif,0,0.4750665197750442,0.1505438755893119,0.37438960463564386,0.4750665197750442
"Apakah ada yang tau untuk solusi menghubungkan jam tangan dari huawei gt 5 ke strava ,dikarenakan ketika melakukan aktivitas sebenarnya sudah terbaca namun nama device / jam tangan tidak tercantum pada aktivitas Terimakasih",solusi hubung tangan huawei strava aktivitas baca nama device tangan cantum aktivitas terimakasih,5,negatif,0,0.4170550682880531,0.22813919391660764,0.3548057377953392,0.4170550682880531
"tolong kembalikan saldo DANA saya,yang tiba tiba otomatis membeli langganan senilai 609.390.00,saya sudah ajukan ke web strava,dan chat email Strava tapi belum ada respon dari pihak strava,mohon kembalikan dananya,saya sangat membutuhkannya🙏🙏",tolong kembali saldo dana sayayang otomatis beli langgan nila stravadan chat email strava respon stravamohon kembali dananyasaya butuh,2,negatif,0,0.6448056441467775,0.20589519887956947,0.1492991569736529,0.6448056441467775
tolong diperbaiki bugnya masa saya sudah record pas di save malah tidak muncul di aktivitas,tolong baik bugnya record save muncul aktivitas,2,negatif,0,0.5382227404267136,0.23776296627304924,0.2240142933002371,0.5382227404267136
mantap buat aktivitas olahraga kita,bagus aktivitas olahraga,5,positif,2,0.11981539940012437,0.12938191252920053,0.750802688070675,0.750802688070675
bikin olah raga tambah semangat,bikin olah raga semangat,5,positif,2,0.3138885802827547,0.1605753473031192,0.5255360724141261,0.5255360724141261
saldo saya tiba-tiba membayar tagihan padahal saya tidak melakukannya saya harap saldo saya bisa di kembalikan uang tersebut untuk saya sekolah mohon bantuannya 🙏,saldo tibatiba bayar tagih laku harap saldo kembali uang sekolah mohon bantu,1,negatif,0,0.5646238661086266,0.18981850404074227,0.24555762985063115,0.5646238661086266
"aplikasi apaan nih, ngeleg bat padahal jaringan lancar",aplikasi ngeleg jaring lancar,1,negatif,0,0.5030347396511594,0.16350994938702168,0.3334553109618189,0.5030347396511594
"sementara rating 1. karena app yg saya pakai setiap share activity maka gambarnya rusak, gak jelas. padahal sudah saya updates.",rating pakai share activity gambar rusak updates,1,negatif,0,0.3985069865144084,0.26671806699113976,0.33477494649445183,0.3985069865144084
saat di share tidak muncul jarak+rutenya,share muncul jarakrutenya,1,netral,1,0.3453859435454942,0.34796231349732215,0.3066517429571837,0.34796231349732215
"Saya merekam aktivitas saat offline, dan sekarang setelah online muncul status ‘memproses aktivitas’ tapi tidak selesai-selesai. Mohon bantuan untuk memulihkan aktivitas ini.gimana ni min 2 jam ga berhasil,apa lagi ke warteg dulu atau gimana ?",rekam aktivitas offline online muncul status proses aktivitas selesaiselesai mohon bantu pulih aktivitas inigimana admin berhasilapa warteg gimana,3,positif,2,0.3775416386971006,0.24026587252797496,0.38219248877492445,0.38219248877492445
belajar konsisten dgn aplikasi ini emang lebih ok... cuma kadang GPS nya ngawur... tolong perbaiki GPS yg suka ngawur...,ajar konsisten aplikasi emang kadang ngawur tolong baik suka ngawur,4,negatif,0,0.5689497816804375,0.23450891070839305,0.19654130761116945,0.5689497816804375
lambat diakses,lambat akses,1,negatif,0,0.4800803136317636,0.19524946404916396,0.3246702223190724,0.4800803136317636
"aplikasi kerennn, bismillah bulan depan bisa kebeli jam biar ga bawa hp mlu pas lari",aplikasi kerennn bismillah kebel biar bawa lari,5,positif,2,0.32865334554790143,0.19145983366594505,0.4798868207861535,0.4798868207861535
sangat membantu dalam olahraga terutama saya suka bersepeda.,bantu olahraga suka sepeda,5,positif,2,0.1954958595221622,0.08905648419398107,0.7154476562838568,0.7154476562838568
Akurat dan simpel,akurat simpel,5,positif,2,0.367277587711262,0.2069734268205443,0.4257489854681937,0.4257489854681937
tidak bisa bikin akun,bikin akun,1,negatif,0,0.5168488935732456,0.18694118462985107,0.2962099217969033,0.5168488935732456
"mapsnya belok kiri kanan atas bawah min itu knapa dah ,kadang baru lari 1 km di strava sdh 2km ,tolong perbaiki min🙏🏻🙏🏻",mapsnya belok kiri kanan admin knapa kadang lari strava tolong baik,3,negatif,0,0.5738187496111248,0.210498762266546,0.21568248812232932,0.5738187496111248
Media yang akan di share tidak bisa landscape,media share landscape,3,netral,1,0.3344134842335175,0.37365660799800343,0.29192990776847905,0.37365660799800343
bermanfaat untuk mengetahui aktivitas yg telah dijalani,manfaat aktivitas jalan,5,positif,2,0.3927985045587963,0.150640736967606,0.45656075847359767,0.45656075847359767
pace dan jarak suka gak sinkron dan sangat buruk,pace jarak suka sinkron buruk,3,negatif,0,0.5233643258125785,0.17633006193013245,0.300305612257289,0.5233643258125785
"Ini Aplikasi cuma ketolong Trend Tiktok doang. masih banyak Bug. susah banget tambah perangkat Galaxy watch 7. Padahal udah sesuai instruksi. udah start walking dari jam, gak tercatat di hp. ternyata samsung health udah cukup bagus. rugi banget yang udah langganan 500rb/tahun.",aplikasi tolong trend tiktok doang susah banget perangkat galaxy watch sesuai instruksi start walking catat samsung health bagus rugi banget langgan rbtahun,1,negatif,0,0.5407979959859256,0.15357675461432108,0.3056252493997533,0.5407979959859256
aplikasi starva ini sangat membantu saya berolahraga 👍🏼👍🏼,aplikasi starva bantu olahraga,5,positif,2,0.20620174592094911,0.09382017219472889,0.699978081884322,0.699978081884322
setelah update terjadi error terus tidak bisa login!,update error login,1,negatif,0,0.5792846708335272,0.21664088123347972,0.2040744479329931,0.5792846708335272
error di hp samsung tidak bisa login,error samsung login,1,negatif,0,0.5519364125699652,0.1981815884706035,0.24988199895943136,0.5519364125699652
"akhir² ini apk strava sering eror,,jarak dan pace ngk nyambung",aplikasi strava erorjarak pace nyambung,1,negatif,0,0.47408568838822585,0.14173017321432077,0.3841841383974534,0.47408568838822585
"tolong kembalikan dana saya se besar 609.390, mau langganan yang sebulan malah salah pilih yang setahun plis strava, mohon bantuannya 🙏😭",tolong kembali dana langgan bulan salah pilih tahun plis strava mohon bantu,5,negatif,0,0.5716204635943757,0.2078901056419505,0.22048943076367386,0.5716204635943757
"sebenrnya udah suka banget sama app ini,cuma pas saya sempet keluar untuk mengganti musik di app lain,dan saat sudah kembali ke app strava,yang ada malah tiba tiba keluar sendiri,dan dicoba sampai 5x dan didownload ulang pun tetap saja,tolong dong ubah bug seperti ini yaa dari pihak strava,agar menambah kenyamanan bagi para pengguna aplikasi ini,semoga di notice ☺️🙏🏽",sebenrnya suka banget inicuma sempet ganti musik laindan stravayang sendiridan coba didownload ulang sajatolong ubah stravaagar tambah nyaman guna aplikasi inisemoga notice,3,negatif,0,0.4183230263673764,0.18080075210798408,0.4008762215246394,0.4183230263673764
"kenapa kebanyakan mempermasalahkan perhitungan yg kurang akurat? padahal point pentingnya kan lari buat kesehatan,hobi. bukan buat fomo fomoan haus validasi",banyak masalah hitung akurat point lari kesehatanhobi fomo fomoan haus validasi,5,positif,2,0.32294500002855364,0.22654585303229546,0.4505091469391508,0.4505091469391508
"baru install mau login gk bisa, daftar gk bisa. Mau nya apa sih ini aplikasi gk jelas banget",install login daftar aplikasi banget,1,negatif,0,0.5714041242171152,0.12955405309699614,0.2990418226858887,0.5714041242171152
"Kasih bintang satu dulu, saya dari kemarin tidak bisa masuk akun. Server Gagal mulu. Saya kira masalah teknis biasa, tapi dari kemarin masih gak bisa masuk juga. Tolong diperbaiki...",kasih bintang kemarin masuk akun server gagal mulu teknis kemarin masuk tolong baik,1,negatif,0,0.5292005972560203,0.26427489054106235,0.20652451220291726,0.5292005972560203
cocok utk olahraga,cocok olahraga,5,positif,2,0.17587836980776195,0.11157388601009001,0.7125477441821481,0.7125477441821481
sangat bermanfaat sewaktu untuk olahraga,manfaat olahraga,5,positif,2,0.1854346848953307,0.11581912475440857,0.6987461903502608,0.6987461903502608
jarak gak akurat.. knpa ya strava ini..,jarak akurat knpa strava,3,negatif,0,0.5122459984950497,0.18790946310842738,0.2998445383965229,0.5122459984950497
"sering trobel...capek2 lari gak bisa di simpan , ini sudah 4x lari seperti itu terus...yang terakhir bisa di simpan tapi ga bisa di bagikan...aneh",trobelcapek lari simpan lari terusyang simpan bagikananeh,3,positif,2,0.3141959314892198,0.29712265240239116,0.3886814161083891,0.3886814161083891
Habis update GPS sering tidak terdeteksi. mohon untuk segera diatasi problem ini,habis update deteksi mohon atas problem,2,negatif,0,0.5105910476730268,0.23583592975059672,0.2535730225763765,0.5105910476730268
apk ini mengambil saldo secara otomatis jangan di download,aplikasi ambil saldo otomatis download,1,negatif,0,0.5056664708428277,0.1825117664327018,0.31182176272447054,0.5056664708428277
"bagus, tapi tolong apabila result lari kita kehapus bisa direcovery",bagus tolong result lari hapus direcovery,4,positif,2,0.30367296386311793,0.3204229003125889,0.37590413582429316,0.37590413582429316
sangat jelek,jelek,1,negatif,0,0.486873043498513,0.18714460597664856,0.32598235052483837,0.486873043498513
"kenapa GPS nya suka ilang ilangan, kenap sih sekarang Mandang perangkat strava dulu bagus di semua perangkat selalu akurat dan dapat GPS sekarang udah hilang""an gpsnya",suka ilang ilangan kenap mandang perangkat strava bagus perangkat akurat hilang gpsnya,2,positif,2,0.3687617503135131,0.18878772652148507,0.44245052316500183,0.44245052316500183
tolong video strava nya bisa di download yah ....🙏🙏🙏🙏,tolong video strava download,5,negatif,0,0.5373305049037748,0.24205298992426538,0.22061650517195988,0.5373305049037748
"Mohon diperbaiki lagi, jarak dan juga peta nya ngaco. Padahal saya berdua dengan teman dengan hp berbeda lalu pake strava hiking maupun running tapi hasil gk sama",mohon baik jarak peta ngaco teman beda pake strava hiking running hasil,2,negatif,0,0.5424454054471255,0.2001685205203034,0.2573860740325711,0.5424454054471255
entah faktor HP atau gps. lari d track pinggir lapangan bola akurasiny gak jelas. 2 hari ini lari muterin jln d deket rumah. tracking gak jalan. coba track gps gak akurat. faktor d kampung mungkin,faktor lari track pinggir lapang bola akurasiny lari muterin deket rumah tracking jalan coba track akurat faktor kampung,3,positif,2,0.3535294034537325,0.24044637327445262,0.40602422327181487,0.40602422327181487
sangat membantu mencatat aktivitas olah raga,bantu catat aktivitas olah raga,5,positif,2,0.2635386573216289,0.1384856073547243,0.5979757353236469,0.5979757353236469
aplikasi yg bisa memotivasi utk sehat,aplikasi motivasi sehat,5,positif,2,0.3008279310244889,0.13780128406967335,0.5613707849058377,0.5613707849058377
"kadang sukaaa bug pas lari jaraknya ga kehitung, padahal saya lari di lintas kabupaten, selain itu GPS nyaaa ga terdeteksi kita lewat mana ajaa.... sebagai pengalaman: saya lari muter lapangan... pada saat selesai tampilan rute nya malah ke area jalan raya acak'annnn,,alhasil kita ga fokus lari tapi pantengin strava terusss..... tolong dibenahi untuk masalah ini..kalo masih seperti ini terus yang ada pelari' pada pindah apk lainn",kadang sukaaa lari jarak hitung lari lintas kabupaten nyaaa deteksi ajaa alam lari muter lapang selesai tampil rute area jalan raya acakannnnalhasil fokus lari pantengin strava terusss tolong benah inikalo lari pindah aplikasi lainn,1,negatif,0,0.5059148203101965,0.1855466689693283,0.3085385107204751,0.5059148203101965
hati hati saldo dana kesedot,hati hati saldo dana sedot,1,negatif,0,0.5446326784539176,0.18327961699989204,0.2720877045461904,0.5446326784539176
"aplikasi sering keluar sendiri atau tertutup sendiri, kadang tdk sinkron waktu sama jaraknya... mohon diperbaiki lagi,,",aplikasi tutup kadang sinkron jarak mohon baik,3,negatif,0,0.5889946424960736,0.15649862907383053,0.25450672843009586,0.5889946424960736
minta tolong untuk apikasi Dafit android dapat upload hasil dari smartwacth ke strava.,tolong apikasi dafit android upload hasil smartwacth strava,2,negatif,0,0.5702890936475667,0.21180529606474502,0.2179056102876883,0.5702890936475667
"""aplikasi tidak berfungsi dengan baik saat saya membukanya"", saya ingin dana pembelian dikembalikan terimakasih",aplikasi fungsi buka dana beli kembali terimakasih,2,negatif,0,0.4481186966873404,0.31037574199913326,0.24150556131352627,0.4481186966873404
"aplikasi gak jelas, memotong saldo orang tanpa sepengetahuan saya, tiba tiba berlangganan gak jelas padahal tanpa sepengetahuan saya saldo di dana saya terpotong 609.390 tanpa memasukan pin, dan sudah di ajukan ke google play tidak mau kembalikan saldo saya dari pihak strava",aplikasi potong saldo orang tahu langgan tahu saldo dana potong pasu google play kembali saldo strava,1,negatif,0,0.605154307494213,0.15946494981660309,0.23538074268918394,0.605154307494213
"tolong kembalikan dana sy senilai 609.390.padahal sy sudah hapus aplikasinya dari hp sy tapi tiba2 saldo dana sy melakukan pembelian tanpa sepengetahuan dan persetujuan saya, mohon di kembalikan, kalo mau kami berlangganan bukan dgn cara bgtu ambil saldo seenaknya saja, itu sama aja dengan mencuri dan itu sudah tindak kriminal",tolong kembali dana nila hapus aplikasi saldo dana beli tahu tuju mohon kembali kalo langgan bgtu ambil saldo curi tindak kriminal,1,negatif,0,0.6201729605973846,0.20503205172756928,0.17479498767504623,0.6201729605973846
Sangat membantu mengevaluasi jarak dan kecepatan saat latihan,bantu evaluasi jarak cepat latih,5,positif,2,0.32469258238728155,0.14310995499235846,0.5321974626203599,0.5321974626203599
Sangat membantu untuk tracking olahraga saya,bantu tracking olahraga,5,positif,2,0.16933712256386524,0.10414313384592339,0.7265197435902113,0.7265197435902113
dokumentasi yg baik,dokumentasi,5,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
cukup aman,aman,3,negatif,0,0.44377146221438885,0.20398405490420238,0.35224448288140875,0.44377146221438885
"Ya Tuhan tolong kembalikan uang saya ,tiba2 ketarik otomatis di akun DANA saya senilai 609.390,00,itu sepertinya tidak sengaja kepencet fitur langganan nya,saya mohon sebesar besarnya kembalikan uang saya,saya sangat membutuhkan nya untuk membeli perlengkapan sekolah,saya masih pelajar saya minta tolong🙏🙏😭",tuhan tolong kembali uang tarik otomatis akun dana nila sengaja pencet fitur langgan nyasaya mohon besar kembali uang sayasaya butuh beli lengkap sekolahsaya ajar tolong,1,negatif,0,0.6405675773497665,0.2124623702789791,0.14697005237125432,0.6405675773497665
Untuk Tanggal 13-07-2026 Aplikasinya Tidak Akurat Lagi Terutama Jarak & Pace. Mohon Segera Diperbaiki Baru Bintang 5,tanggal aplikasi akurat jarak pace mohon baik bintang,3,negatif,0,0.4732444263682669,0.1931324221073279,0.3336231515244052,0.4732444263682669
"sangat sangat kurangg banget, saya lari dengan pace rendah malah jadi pace tinggi poko nya erorr banget",kurangg banget lari pace rendah pace poko erorr banget,1,positif,2,0.39359908553909223,0.15701270807491113,0.4493882063859966,0.4493882063859966
sangat membantu untuk aktif berolahraga,bantu aktif olahraga,5,positif,2,0.08196601731038501,0.06112286345595142,0.8569111192336635,0.8569111192336635
aplikasi penunjang olahraga,aplikasi tunjang olahraga,5,positif,2,0.279052240883041,0.12439825943665835,0.5965494996803006,0.5965494996803006
memuaskan.... terus ditingkatkan dan dipertahankan,muas tingkat tahan,5,negatif,0,0.38437628441697874,0.2806720022942165,0.33495171328880474,0.38437628441697874
aplikasi idaman loh ya 😹,aplikasi idam,5,positif,2,0.4419097526606714,0.10351175307936962,0.4545784942599591,0.4545784942599591
senang bisa di jadikan konten hasil lari/jalan,senang jadi konten hasil larijalan,5,negatif,0,0.40058663499729663,0.23047375312247728,0.36893961188022606,0.40058663499729663
Aktifitas belum di simpan harus ny jadi draft,aktifitas simpan draft,1,negatif,0,0.39718496265940606,0.2835513155625494,0.3192637217780445,0.39718496265940606
kok GPSnya suka error,gpsnya suka error,4,negatif,0,0.5202588497082848,0.18468308727103064,0.29505806302068444,0.5202588497082848
"Gak bisa nyambung ke huawei health , walau sudah langganan. Dari google fit juga tidak connect. Rugi beli.",nyambung huawei health langgan google connect rugi beli,1,negatif,0,0.48921834890322985,0.22273153931234518,0.2880501117844249,0.48921834890322985
kadang error hahaha,kadang error hahaha,4,negatif,0,0.5762979901266769,0.1964765589827057,0.22722545089061746,0.5762979901266769
udah download kenapa gabisa login si susah bet,download gabisa login susah,1,negatif,0,0.42881132580437953,0.2886922334817052,0.28249644071391533,0.42881132580437953
duit saya ke ambil sama google gara gara tidak sengaja berlangganan di apk ini itu pun ngambil duit nya langsung tampa persetujuan saya dana saya rugi 609.390 ribu,duit ambil google gara gara sengaja langgan aplikasi ngambil duit langsung tampa tuju dana rugi ribu,1,negatif,0,0.5848617621450386,0.18518034389416477,0.22995789396079658,0.5848617621450386
"udh lari jauh... ehh malah loading penyimpanan lama, dan ternyata harus update.dan tidak tersimpan👎👎👎",lari loading simpan updatedan simpan,1,negatif,0,0.35151785304511746,0.30046625411019884,0.34801589284468365,0.35151785304511746
apk sering bgt eror gbs nyimpen hasil,aplikasi banget eror nyimpen hasil,5,negatif,0,0.49774663624325977,0.18796911075523137,0.31428425300150886,0.49774663624325977
membantu mencatatkan aktifitas,bantu catat aktifitas,5,positif,2,0.27960134451875057,0.150774307661221,0.5696243478200284,0.5696243478200284
terima kasih,terima kasih,5,negatif,0,0.4038030288988932,0.25214311462443145,0.34405385647667536,0.4038030288988932
"Saya sangat kecewa dengan update sekarang, Yang lebih P2R (Pay To Run) Dikit Dikit Harus Premium Dam berbayar, Padahal Saya Download Starva karena gratis dan simple, Tiba Tiba Semua Berbayar Sekarang.",kecewa update dikit dikit premium bayar download starva gratis simple bayar,1,negatif,0,0.49546562560152085,0.2531550983998233,0.2513792759986559,0.49546562560152085
"cukup bagus, hanya 1 kekurangannya. hasil berlari malah menampilkan elevation gain bukannya pace. hal itu membuat saya kesal karena tidak bisa menemukan cara merubahnya",bagus kurang hasil lari tampil elevation gain pace kesal temu rubah,3,positif,2,0.23120376625671418,0.31387782884700344,0.4549184048962825,0.4549184048962825
tak bisa di donlot😔,donlot,1,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
"woy, bikin fitur ganti bahasa diaplikasi soalnya neng wina pengen ganti bahasa 😡😡",bikin fitur ganti bahasa aplikasi neng wina ganti bahasa,1,negatif,0,0.3839738786183118,0.23986676706330934,0.37615935431837877,0.3839738786183118
"sangat membantu, tp sayang berbayar",bantu sayang bayar,5,positif,2,0.305413891930546,0.2270161476248505,0.46756996044460347,0.46756996044460347
"saya sangat kecewa karna tiba tiba berlangganan di aplikasi ini senilai 600 rb sudah dengan pajak, tidak ada konfirmasi apapun atas transaksi, mohon untuk para pengguna lebih berhati hati lagi, saya tunggu 1 kali 24 jam untuk pengembalian saldo dana pada transaksi yang tidak saya ketahui itu, karna saya sudah menunggu 2 hari tanpa kabar apapun, jangan membohongi rakyat kecil kami membutuhkan uang nya bukan hanya untuk berlangganan aplikasi seperti ini🙏🏻.",kecewa karna langgan aplikasi nila pajak konfirmasi transaksi mohon guna hati hati tunggu kali kembali saldo dana transaksi tahu karna tunggu kabar bohong rakyat butuh uang langgan aplikasi,1,negatif,0,0.6059319881825913,0.1537064290423869,0.2403615827750217,0.6059319881825913
mau bergabung sm apknya tp gabisa masuk,gabung apknya gabisa masuk,2,negatif,0,0.381402967329796,0.32452860896310515,0.2940684237070989,0.381402967329796
kenapa sering ga sinkron antara kiloan dan waktunya dan split kecepatannya pun cepat dan suka ga normal terkadang belum jalan masih di tempat keceptannya tetep jalan memang begitu ya?,sinkron kilo split cepat cepat suka normal terkadang jalan keceptannya tetep jalan,4,negatif,0,0.4954309754624734,0.15773694201585964,0.3468320825216671,0.4954309754624734
"cara membatalkan langganan susah bgt siii,, perbaiki aplikasi nya",batal langgan susah banget siii baik aplikasi,2,negatif,0,0.48123151399371744,0.1885358797905688,0.33023260621571376,0.48123151399371744
"akun strava saya kok gak bisa login ya? pake akun apapun juga login failed, mau buat akun baru juga login failed tolong developer di saya tampilan nya ""gagal masuk : server strava mengalami kesalahan""",akun strava login pake akun login failed akun login failed tolong developer tampil gagal masuk server strava alami salah,1,negatif,0,0.5975040228249152,0.2110137096479227,0.1914822675271619,0.5975040228249152
tolong strava masaa jarak sama Pace tidak berjalan,tolong strava masaa jarak pace jalan,3,negatif,0,0.6060580637873881,0.18101376661529212,0.21292816959731992,0.6060580637873881
"strava nya error harusnya 110km+ jaraknya tapi yang didapat malah 85,41km jaraknya😭😭",strava error jarak jarak,3,negatif,0,0.571509580837368,0.20642114636881412,0.22206927279381783,0.571509580837368
"pengalaman saya menggunakan strava sangat baik dan strava sangat cocok jika anda ingin ber aktivitas seperti lari, berjalan, dst",alam strava strava cocok aktivitas lari jalan,5,positif,2,0.4104594740616941,0.16439059743836962,0.4251499284999362,0.4251499284999362
"Kadang proses simpan aktivitasnya sangat lama, harus diulang ulang baru bisa. padahal sinyal penuh",kadang proses simpan aktivitas ulang ulang sinyal penuh,4,negatif,0,0.5321830904475519,0.20890913049480575,0.25890777905764245,0.5321830904475519
perlu meningkatkan keakurasian gps,tingkat akurasi,3,positif,2,0.3762028178274781,0.2446237497502476,0.37917343242227436,0.37917343242227436
"2 hari ini aku pake apk ini agak ada kendala sih, masa berjalan gada stepnya, udh diotak atik ga muncul jg step/langkahnya. dahal sebelumnya masih ada, tolong dongg ada yg tau ga ini knp??",pake aplikasi kendala jalan gada step otak atik muncul steplangkahnya dahal tolong dongg,3,negatif,0,0.5914110414591389,0.16957027660383267,0.23901868193702852,0.5914110414591389
punyaku nggak bisa simpan aktivitas udah 2x beda hari padahal. udah coba restart hp hapus app download lagi tetep nggak bisa. padahal berguna banget buat buat liat progres,punya simpan aktivitas beda coba restart hapus download tetep guna banget liat progres,1,negatif,0,0.39426038010095465,0.2291306303497091,0.37660898954933614,0.39426038010095465
"GPS tidak akurat, tolong perbaiki dalam keakuratan GPS",akurat tolong baik akurat,1,negatif,0,0.48615318730885504,0.22973932345484727,0.2841074892362977,0.48615318730885504
"minta tolong kejelasannya dong ,saldo saya di dana tiba tiba kepotong Rp.609.390,padahal saya tidak pernah berlangganan di aplikasi ini dan mohon kembalikan uang saya yang terpotong otomatis,karna tiba tiba tidak ada pemberitahuan kepada saya dan saya tidak merasa berlangganan . Sekali lagi mohon bantuannya di kembalikan karena saya butuh uang ini untuk keperluan lain.",tolong jelas saldo dana potong rppadahal langgan aplikasi mohon kembali uang potong otomatiskarna pemberitahuan langgan mohon bantu kembali butuh uang perlu,1,negatif,0,0.6500812975857697,0.16313531644344686,0.1867833859707835,0.6500812975857697
"kenapa tidak bisa save,, apakah tengah gangguan,,???",save ganggu,1,negatif,0,0.5099365610235429,0.20803833960442897,0.28202509937202824,0.5099365610235429
sangat membantu saya saa berolah raga,bantu olah raga,5,positif,2,0.24407322409096766,0.14010511993267033,0.6158216559763621,0.6158216559763621
"semenjak update, apk strava ini makin jelek saya lari udah download map nya giliran di save malah g bisa ujung² nya terhapus, terus saya pernah lari 5km terus saya pause sebentar tidak sampai 5 dtk terus saya aktifkan kembali dan setelah saya lari lagi 20 mnt dan di save jejaknya masih terhenti pada saya pause padahal sudah saya aktifkan.",semenjak update aplikasi strava jelek lari download gilir save ujung hapus lari pause sebentar aktif lari save jejak henti pause aktif,2,negatif,0,0.45559228656748696,0.21162393107495225,0.33278378235756084,0.45559228656748696
"saya selalu gagal membuat akun strava dengan menggunakan akun google saya ini, dan ini terus berulang dari sepanjang malam hingga pagi. saya harap ini menjadi pelajaran bagi developer nya",gagal akun strava akun google ulang malam pagi harap ajar developer,1,negatif,0,0.5488731539770715,0.18321829448065508,0.26790855154227333,0.5488731539770715
kasih 2 dulu njir gagal masuk/login kendala banyak amat,kasih njir gagal masuklogin kendala,2,negatif,0,0.40105213612618806,0.26748008256651845,0.3314677813072934,0.40105213612618806
"Terima kasih,aplikasi yg lengkap dan akurat",terima kasihaplikasi lengkap akurat,5,positif,2,0.33812398438017044,0.19004827675971056,0.471827738860119,0.471827738860119
"gak ke itung jaraknya ajg, error mulu. sering gak ke itung waktunya. aplikasi sampah, saya udah sprint susah-susah naik sepedah jauh-jauh malah gak ke itung. aplikasi gak guna, udah berkali-kali loh kek gini. masa gak di benerin. developernya niat gak sih? di ulasan banyak yang kek gini loh. malah gak di benerin",itung jarak error mulu itung aplikasi sampah sprint susahsusah jauhjauh itung aplikasi berkalikali benerin developer niat ulas benerin,1,negatif,0,0.5152380524761945,0.18114928543271838,0.3036126620910872,0.5152380524761945
knp sy tidak bs masuk aplikasinya ya? dr tadi pagi error terus pdhl sebelumnya lancar-lancar saja,masuk aplikasi pagi error pdhl lancarlancar,3,negatif,0,0.5481032229249257,0.17650125006972747,0.27539552700534675,0.5481032229249257
akhir² ini ngelag.. di klik selesai nggak bisa,ngelag klik selesai,1,negatif,0,0.5776169834025584,0.18269549809139302,0.23968751850604858,0.5776169834025584
kenapa KM nya lambat ya,lambat,5,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
